
SetupTitle, REED
PrimitiveTest, I/V Sweep
DataValue, -0.82000000000000006, 7.0608, 1.1066666666666634
DataValue, -0.76, 7.126, 1.0966666666666718
DataValue, -0.70000000000000007, 7.192400000000001, 1.1066666666666707
DataValue, -0.64, 7.2588000000000008, 1.0599999999999934
DataValue, -0.58, 7.3196, 1.0099999999999998
DataValue, -0.52, 7.3800000000000008, 0.97666666666667057
DataValue, -0.46, 7.4368000000000007, 0.959999999999998
DataValue, -0.4, 7.4952000000000005, 0.93333333333333424
DataValue, -0.34, 7.5488000000000008, 0.86333333333333451
DataValue, -0.28, 7.5988000000000007, 0.81333333333333246
DataValue, -0.22, 7.6464000000000008, 0.75333333333333163
DataValue, -0.16, 7.6892000000000005, 0.67666666666666619
DataValue, -0.1, 7.7276000000000007, 0.6466666666666695
DataValue, -0.04, 7.7668000000000008, 0.58666666666666867
DataValue, 0.02, 7.7980000000000009, 0.50333333333332975
DataValue, 0.08, 7.8272, 0.46666666666666706
DataValue, 0.14, 7.854000000000001, 0.41666666666666513
DataValue, 0.2, 7.8772, 0.35666666666666441
DataValue, 0.26, 7.8968000000000007, 0.296666666666671
DataValue, 0.32, 7.9128000000000007, 0.25333333333333508
DataValue, 0.38, 7.9272000000000009, 0.216666666666665
DataValue, 0.44, 7.9388000000000005, 0.179999999999995
DataValue, 0.5, 7.9488, 0.14999999999999822
DataValue, 0.56, 7.9568, 0.11666666666666863
DataValue, 0.62, 7.9628000000000005, 0.10000000000000379
DataValue, 0.68, 7.9688000000000008, 0.0899999999999975
DataValue, 0.74, 7.9736, 0.066666666666666735
DataValue, 0.8, 7.9768000000000008, 0.053333333333334863
DataValue, 0.86, 7.98, 0.039999999999995595
DataValue, 0.92, 7.9816, 0.033333333333337066
DataValue, 0.98, 7.9840000000000009, 0.0300000000000041
DataValue, 1.04, 7.9852000000000007, 0.023333333333330743
DataValue, 1.1, 7.9868000000000006, 0.016666666666664848
DataValue, 1.16, 7.9872000000000005, 0.0099999999999989091
DataValue, 1.22, 7.988, 0.013333333333331853
DataValue, 1.28, 7.9888, 0.0066666666666659264
DataValue, 1.34, 7.9888, 0.0033333333333329632
DataValue, 1.4000000000000001, 7.9892, 0.0033333333333329693
DataValue, 1.46, 7.9892, 0.0066666666666659385
DataValue, 1.52, 7.99, 0.0066666666666659264
DataValue, 1.58, 7.99, 0
DataValue, 1.6400000000000001, 7.99, 0.0033333333333403709
DataValue, 1.7, 7.9904000000000011, 0
DataValue, 1.76, 7.99, 0
DataValue, 1.82, 7.9904000000000011, 0.0033333333333403648
DataValue, 1.8800000000000001, 7.9904000000000011, 0
DataValue, 1.94, 7.9904000000000011, 0
DataValue, 2, 7.9904000000000011, 0
