
SetupTitle, IdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -14
TestParameter, Output.Graph.XAxis.Right, 0
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.01, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.01, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 05/02/2022 17:39:24
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 30/5 IVgsVds
MetaData, TestRecord.LinkKey, 568d61a9-b7de-4a00-8c52-5b0dbb923c7d
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -14
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 8
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -7.1E-11, -8E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.00017, 3.3E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 4.1764688439453652E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 4.1764688439453652E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 4.1764688439453652E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 4.1764688439453652E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.31818181818181818
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 4.1764688439453652E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-14 V, Stop=8 V, Step=200 mV, No. of Steps=111, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU4:HR, Name=VD, Start=0 V, Stop=10 V, Step=200 mV, No. of Steps=51, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=10 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,10	0	0.2	51
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, IdVg
Dimension1, 111, 111, 111
Dimension2, 51, 51, 51
DataName, VG, IG, ID
DataValue, -14, -1.5053000000000002E-10, 8.985E-11
DataValue, -13.8, -1.5197000000000002E-10, 8.8410000000000008E-11
DataValue, -13.6, -1.4990000000000002E-10, 8.7500000000000008E-11
DataValue, -13.4, -1.4695000000000002E-10, 8.6150000000000008E-11
DataValue, -13.200000000000001, -1.4473E-10, 8.4220000000000007E-11
DataValue, -13, -1.42E-10, 8.246E-11
DataValue, -12.8, -1.3934E-10, 8.122E-11
DataValue, -12.6, -1.3684000000000002E-10, 7.9910000000000011E-11
DataValue, -12.4, -1.3455000000000002E-10, 7.8230000000000011E-11
DataValue, -12.200000000000001, -1.3194E-10, 7.6740000000000011E-11
DataValue, -12, -1.2904E-10, 7.499E-11
DataValue, -11.8, -1.2671000000000002E-10, 7.348E-11
DataValue, -11.6, -1.2404000000000002E-10, 7.216E-11
DataValue, -11.4, -1.2135E-10, 7.0760000000000009E-11
DataValue, -11.200000000000001, -1.1830000000000002E-10, 6.8800000000000011E-11
DataValue, -11, -1.1600000000000001E-10, 6.7430000000000007E-11
DataValue, -10.8, -1.1349000000000001E-10, 6.559E-11
DataValue, -10.6, -1.1056E-10, 6.394E-11
DataValue, -10.4, -1.0802E-10, 6.268000000000001E-11
DataValue, -10.200000000000001, -1.0551E-10, 6.0950000000000007E-11
DataValue, -10, -1.0284E-10, 5.953E-11
DataValue, -9.8, -1.0018000000000001E-10, 5.7340000000000006E-11
DataValue, -9.6, -9.7700000000000009E-11, 5.626E-11
DataValue, -9.4, -9.4580000000000011E-11, 5.4020000000000004E-11
DataValue, -9.2000000000000011, -9.2180000000000012E-11, 5.2160000000000004E-11
DataValue, -9, -8.973000000000001E-11, 5.127E-11
DataValue, -8.8, -8.7080000000000011E-11, 5.16E-11
DataValue, -8.6, -8.4360000000000006E-11, 4.305E-11
DataValue, -8.4, -8.2090000000000011E-11, 4.384E-11
DataValue, -8.2, -7.946E-11, 3.8370000000000006E-11
DataValue, -8, -7.688000000000001E-11, 3.741E-11
DataValue, -7.8, -7.43E-11, 3.732E-11
DataValue, -7.6000000000000005, -7.18E-11, 3.5450000000000004E-11
DataValue, -7.4, -6.927000000000001E-11, 2.7700000000000002E-11
DataValue, -7.2, -6.688E-11, 2.431E-11
DataValue, -7, -6.43E-11, 2.3300000000000003E-11
DataValue, -6.8, -6.184E-11, 1.5E-11
DataValue, -6.6000000000000005, -5.96E-11, 1.2340000000000001E-11
DataValue, -6.4, -5.6930000000000004E-11, 1.93E-11
DataValue, -6.2, -5.4970000000000005E-11, 1.3760000000000001E-11
DataValue, -6, -5.229E-11, 3.3900000000000003E-12
DataValue, -5.8, -5.0320000000000007E-11, 2.8E-13
DataValue, -5.6000000000000005, -4.789E-11, 1.1600000000000001E-12
DataValue, -5.4, -4.585E-11, 4.1400000000000005E-12
DataValue, -5.2, -4.3610000000000005E-11, -6.04E-12
DataValue, -5, -4.112E-11, -4.89E-12
DataValue, -4.8, -3.9050000000000003E-11, -1.2240000000000001E-11
DataValue, -4.6000000000000005, -3.7240000000000005E-11, -8.56E-12
DataValue, -4.4, -3.507E-11, -1.817E-11
DataValue, -4.2, -3.273E-11, -1.1660000000000002E-11
DataValue, -4, -3.107E-11, -1.519E-11
DataValue, -3.8000000000000003, -2.888E-11, -2.0490000000000002E-11
DataValue, -3.6, -2.6870000000000003E-11, -1.865E-11
DataValue, -3.4, -2.469E-11, -2.4920000000000003E-11
DataValue, -3.2, -2.2950000000000002E-11, -2.484E-11
DataValue, -3, -2.107E-11, -2.5100000000000003E-11
DataValue, -2.8000000000000003, -1.9420000000000002E-11, -2.2210000000000003E-11
DataValue, -2.6, -1.7270000000000002E-11, -2.5830000000000003E-11
DataValue, -2.4, -1.582E-11, -3.0650000000000005E-11
DataValue, -2.2, -1.391E-11, -2.671E-11
DataValue, -2, -1.2330000000000001E-11, -2.8200000000000003E-11
DataValue, -1.8, -1.075E-11, -2.6370000000000002E-11
DataValue, -1.6, -9.04E-12, -3.313E-11
DataValue, -1.4000000000000001, -7.42E-12, -2.7710000000000004E-11
DataValue, -1.2, -5.9700000000000006E-12, -3.1890000000000006E-11
DataValue, -1, -4.42E-12, -3.1560000000000005E-11
DataValue, -0.8, -2.9100000000000003E-12, -3.576E-11
DataValue, -0.6, -1.7200000000000001E-12, -3.7010000000000003E-11
DataValue, -0.4, -8.0000000000000013E-14, -4.428E-11
DataValue, -0.2, 1.03E-12, -4.0990000000000005E-11
DataValue, 0, 2.3200000000000002E-12, -4.4010000000000005E-11
DataValue, 0.2, 3.5700000000000003E-12, -4.144E-11
DataValue, 0.4, 4.9000000000000005E-12, -4.7620000000000006E-11
DataValue, 0.6, 6.1E-12, -4.6370000000000004E-11
DataValue, 0.8, 7.0500000000000009E-12, -4.913E-11
DataValue, 1, 8.74E-12, -4.6820000000000006E-11
DataValue, 1.2, 9.8000000000000011E-12, -4.767E-11
DataValue, 1.4000000000000001, 1.0720000000000001E-11, -5.258E-11
DataValue, 1.6, 1.1840000000000001E-11, -4.4710000000000006E-11
DataValue, 1.8, 1.321E-11, -4.545E-11
DataValue, 2, 1.4170000000000001E-11, -5.1700000000000006E-11
DataValue, 2.2, 1.5270000000000003E-11, -5.4690000000000007E-11
DataValue, 2.4, 1.646E-11, -5.105E-11
DataValue, 2.6, 1.7600000000000003E-11, -4.862E-11
DataValue, 2.8000000000000003, 1.8070000000000002E-11, -5.3910000000000004E-11
DataValue, 3, 1.919E-11, -5.5580000000000003E-11
DataValue, 3.2, 1.972E-11, -5.204E-11
DataValue, 3.4, 2.0770000000000003E-11, -5.7290000000000003E-11
DataValue, 3.6, 2.1530000000000002E-11, -5.5780000000000007E-11
DataValue, 3.8000000000000003, 2.2100000000000003E-11, -5.448E-11
DataValue, 4, 2.3080000000000003E-11, -5.3290000000000004E-11
DataValue, 4.2, 2.3610000000000003E-11, -5.2540000000000007E-11
DataValue, 4.4, 2.398E-11, -5.5290000000000004E-11
DataValue, 4.6000000000000005, 2.453E-11, -5.495E-11
DataValue, 4.8, 2.5370000000000002E-11, -6.107E-11
DataValue, 5, 2.56E-11, -5.4760000000000007E-11
DataValue, 5.2, 2.6120000000000003E-11, -5.856E-11
DataValue, 5.4, 2.68E-11, -5.455E-11
DataValue, 5.6000000000000005, 2.7600000000000004E-11, -5.8490000000000009E-11
DataValue, 5.8, 2.8380000000000003E-11, -5.36E-11
DataValue, 6, 2.8580000000000003E-11, -5.4100000000000006E-11
DataValue, 6.2, 2.916E-11, -6.014E-11
DataValue, 6.4, 2.9730000000000004E-11, -5.6730000000000007E-11
DataValue, 6.6000000000000005, 3.0940000000000005E-11, -6.632000000000001E-11
DataValue, 6.8, 3.117E-11, -6.5250000000000007E-11
DataValue, 7, 3.1590000000000004E-11, -5.843E-11
DataValue, 7.2, 3.205E-11, -6.491E-11
DataValue, 7.4, 3.2900000000000004E-11, -6.548E-11
DataValue, 7.6000000000000005, 3.38E-11, -6.838E-11
DataValue, 7.8, 3.426E-11, -6.565E-11
DataValue, 8, 3.4610000000000004E-11, -7.001E-11
DataValue, -14, -2.0671000000000003E-10, 1.2605000000000002E-10
DataValue, -13.8, -2.1065000000000002E-10, 1.2496E-10
DataValue, -13.6, -2.0796000000000002E-10, 1.2335000000000002E-10
DataValue, -13.4, -2.0517000000000003E-10, 1.2127E-10
DataValue, -13.200000000000001, -2.0182E-10, 1.1996000000000002E-10
DataValue, -13, -1.9933000000000002E-10, 1.184E-10
DataValue, -12.8, -1.9559000000000002E-10, 1.1720000000000002E-10
DataValue, -12.6, -1.9263E-10, 1.1576000000000001E-10
DataValue, -12.4, -1.8953000000000002E-10, 1.1691000000000001E-10
DataValue, -12.200000000000001, -1.8590000000000003E-10, 1.2144000000000002E-10
DataValue, -12, -1.8239E-10, 1.33E-10
DataValue, -11.8, -1.7937000000000002E-10, 1.6047000000000002E-10
DataValue, -11.6, -1.7559E-10, 2.1741000000000003E-10
DataValue, -11.4, -1.7213E-10, 3.2846E-10
DataValue, -11.200000000000001, -1.6838000000000002E-10, 5.3484000000000009E-10
DataValue, -11, -1.6535E-10, 9.0198E-10
DataValue, -10.8, -1.6238E-10, 1.4205E-09
DataValue, -10.6, -1.5889E-10, 2.4975E-09
DataValue, -10.4, -1.5533000000000002E-10, 4.1387E-09
DataValue, -10.200000000000001, -1.5147000000000002E-10, 6.6173E-09
DataValue, -10, -1.4770000000000002E-10, 1.01153E-08
DataValue, -9.8, -1.4466000000000002E-10, 1.4686999999999998E-08
DataValue, -9.6, -1.4067000000000002E-10, 2.1416599999999997E-08
DataValue, -9.4, -1.3719000000000002E-10, 3.01258E-08
DataValue, -9.2000000000000011, -1.3383000000000002E-10, 4.0952999999999996E-08
DataValue, -9, -1.2988000000000002E-10, 5.41796E-08
