
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
DataValue, 1, -8.6379000000000007E-10, 2.9309799999999998E-08, 2.9309799999999998E-08, 8.6379000000000007E-10
DataValue, 1.2, -8.7638E-10, 3.01832E-08, 3.01832E-08, 8.7638E-10
DataValue, 1.4000000000000001, -8.8925000000000011E-10, 3.06502E-08, 3.06502E-08, 8.8925000000000011E-10
DataValue, 1.6, -9.018E-10, 3.098E-08, 3.098E-08, 9.018E-10
DataValue, 1.8, -9.1595E-10, 3.1202799999999994E-08, 3.1202799999999994E-08, 9.1595E-10
DataValue, 2, -9.3007000000000008E-10, 3.13926E-08, 3.13926E-08, 9.3007000000000008E-10
DataValue, 2.2, -9.433E-10, 3.1590399999999995E-08, 3.1590399999999995E-08, 9.433E-10
DataValue, 2.4, -9.575300000000001E-10, 3.17024E-08, 3.17024E-08, 9.575300000000001E-10
DataValue, 2.6, -9.720900000000001E-10, 3.1865999999999996E-08, 3.1865999999999996E-08, 9.720900000000001E-10
DataValue, 2.8000000000000003, -9.8714000000000017E-10, 3.2101799999999994E-08, 3.2101799999999994E-08, 9.8714000000000017E-10
DataValue, 3, -1.0018700000000002E-09, 3.2167799999999996E-08, 3.2167799999999996E-08, 1.0018700000000002E-09
DataValue, 3.2, -1.01738E-09, 3.2377799999999996E-08, 3.2377799999999996E-08, 1.01738E-09
DataValue, 3.4, -1.03288E-09, 3.2418999999999994E-08, 3.2418999999999994E-08, 1.03288E-09
DataValue, 3.6, -1.0486E-09, 3.2473599999999995E-08, 3.2473599999999995E-08, 1.0486E-09
DataValue, 3.8000000000000003, -1.06465E-09, 3.2579199999999994E-08, 3.2579199999999994E-08, 1.06465E-09
DataValue, 4, -1.08133E-09, 3.2552E-08, 3.2552E-08, 1.08133E-09
DataValue, 4.2, -1.09794E-09, 3.2688599999999994E-08, 3.2688599999999994E-08, 1.09794E-09
DataValue, 4.4, -1.11363E-09, 3.27576E-08, 3.27576E-08, 1.11363E-09
DataValue, 4.6000000000000005, -1.1320900000000002E-09, 3.28972E-08, 3.28972E-08, 1.1320900000000002E-09
DataValue, 4.8, -1.14946E-09, 3.2997599999999994E-08, 3.2997599999999994E-08, 1.14946E-09
DataValue, 5, -1.17E-09, 3.31666E-08, 3.31666E-08, 1.17E-09
DataValue, 0, -7.7826000000000006E-10, 4.1386000000000006E-10, 4.1386000000000006E-10, 7.7826000000000006E-10
DataValue, 0.2, -7.9063000000000009E-10, 2.1664599999999997E-08, 2.1664599999999997E-08, 7.9063000000000009E-10
DataValue, 0.4, -8.0438000000000007E-10, 3.4621199999999994E-08, 3.4621199999999994E-08, 8.0438000000000007E-10
DataValue, 0.6, -8.1610000000000011E-10, 4.23884E-08, 4.23884E-08, 8.1610000000000011E-10
DataValue, 0.8, -8.2797000000000009E-10, 4.6788599999999995E-08, 4.6788599999999995E-08, 8.2797000000000009E-10
DataValue, 1, -8.4003E-10, 4.9294399999999993E-08, 4.9294399999999993E-08, 8.4003E-10
DataValue, 1.2, -8.5291000000000011E-10, 5.0881799999999994E-08, 5.0881799999999994E-08, 8.5291000000000011E-10
DataValue, 1.4000000000000001, -8.6563E-10, 5.18626E-08, 5.18626E-08, 8.6563E-10
DataValue, 1.6, -8.7880000000000011E-10, 5.2503199999999995E-08, 5.2503199999999995E-08, 8.7880000000000011E-10
DataValue, 1.8, -8.9150000000000008E-10, 5.2883E-08, 5.2883E-08, 8.9150000000000008E-10
DataValue, 2, -9.0542000000000006E-10, 5.3347999999999996E-08, 5.3347999999999996E-08, 9.0542000000000006E-10
DataValue, 2.2, -9.1866000000000011E-10, 5.3623199999999994E-08, 5.3623199999999994E-08, 9.1866000000000011E-10
DataValue, 2.4, -9.3225000000000017E-10, 5.3858399999999993E-08, 5.3858399999999993E-08, 9.3225000000000017E-10
DataValue, 2.6, -9.4668E-10, 5.4097E-08, 5.4097E-08, 9.4668E-10
DataValue, 2.8000000000000003, -9.6142E-10, 5.4438999999999995E-08, 5.4438999999999995E-08, 9.6142E-10
DataValue, 3, -9.7625E-10, 5.4576799999999995E-08, 5.4576799999999995E-08, 9.7625E-10
DataValue, 3.2, -9.9123E-10, 5.4704799999999995E-08, 5.4704799999999995E-08, 9.9123E-10
DataValue, 3.4, -1.0058700000000002E-09, 5.4835999999999996E-08, 5.4835999999999996E-08, 1.0058700000000002E-09
DataValue, 3.6, -1.02232E-09, 5.4947199999999993E-08, 5.4947199999999993E-08, 1.02232E-09
DataValue, 3.8000000000000003, -1.0384300000000001E-09, 5.51284E-08, 5.51284E-08, 1.0384300000000001E-09
DataValue, 4, -1.05361E-09, 5.5145999999999996E-08, 5.5145999999999996E-08, 1.05361E-09
DataValue, 4.2, -1.0701100000000001E-09, 5.5200199999999996E-08, 5.5200199999999996E-08, 1.0701100000000001E-09
DataValue, 4.4, -1.08676E-09, 5.5328199999999995E-08, 5.5328199999999995E-08, 1.08676E-09
DataValue, 4.6000000000000005, -1.1027700000000001E-09, 5.5422199999999996E-08, 5.5422199999999996E-08, 1.1027700000000001E-09
DataValue, 4.8, -1.12012E-09, 5.5543599999999996E-08, 5.5543599999999996E-08, 1.12012E-09
DataValue, 5, -1.1379200000000001E-09, 5.5612999999999996E-08, 5.5612999999999996E-08, 1.1379200000000001E-09
DataValue, 0, -7.5309E-10, 4.0471000000000004E-10, 4.0471000000000004E-10, 7.5309E-10
DataValue, 0.2, -7.6502E-10, 3.16942E-08, 3.16942E-08, 7.6502E-10
DataValue, 0.4, -7.7857E-10, 5.2203599999999994E-08, 5.2203599999999994E-08, 7.7857E-10
DataValue, 0.6, -7.9041000000000007E-10, 6.53546E-08, 6.53546E-08, 7.9041000000000007E-10
DataValue, 0.8, -8.022500000000001E-10, 7.3465999999999991E-08, 7.3465999999999991E-08, 8.022500000000001E-10
DataValue, 1, -8.1425000000000006E-10, 7.80856E-08, 7.80856E-08, 8.1425000000000006E-10
DataValue, 1.2, -8.2739000000000008E-10, 8.1157999999999991E-08, 8.1157999999999991E-08, 8.2739000000000008E-10
DataValue, 1.4000000000000001, -8.3937000000000007E-10, 8.3051599999999986E-08, 8.3051599999999986E-08, 8.3937000000000007E-10
DataValue, 1.6, -8.5196E-10, 8.4195199999999991E-08, 8.4195199999999991E-08, 8.5196E-10
DataValue, 1.8, -8.6416E-10, 8.4970599999999992E-08, 8.4970599999999992E-08, 8.6416E-10
DataValue, 2, -8.7826E-10, 8.5652399999999987E-08, 8.5652399999999987E-08, 8.7826E-10
DataValue, 2.2, -8.9134E-10, 8.6192599999999988E-08, 8.6192599999999988E-08, 8.9134E-10
DataValue, 2.4, -9.054600000000001E-10, 8.666159999999999E-08, 8.666159999999999E-08, 9.054600000000001E-10
DataValue, 2.6, -9.1927000000000007E-10, 8.69202E-08, 8.69202E-08, 9.1927000000000007E-10
DataValue, 2.8000000000000003, -9.3412E-10, 8.7256399999999992E-08, 8.7256399999999992E-08, 9.3412E-10
DataValue, 3, -9.4871000000000013E-10, 8.7600199999999988E-08, 8.7600199999999988E-08, 9.4871000000000013E-10
DataValue, 3.2, -9.6344000000000014E-10, 8.78708E-08, 8.78708E-08, 9.6344000000000014E-10
DataValue, 3.4, -9.7799E-10, 8.80896E-08, 8.80896E-08, 9.7799E-10
DataValue, 3.6, -9.9289E-10, 8.83202E-08, 8.83202E-08, 9.9289E-10
DataValue, 3.8000000000000003, -1.0087E-09, 8.8392199999999986E-08, 8.8392199999999986E-08, 1.0087E-09
DataValue, 4, -1.0233200000000001E-09, 8.8570999999999993E-08, 8.8570999999999993E-08, 1.0233200000000001E-09
DataValue, 4.2, -1.03989E-09, 8.87524E-08, 8.87524E-08, 1.03989E-09
DataValue, 4.4, -1.05686E-09, 8.8945E-08, 8.8945E-08, 1.05686E-09
DataValue, 4.6000000000000005, -1.0735300000000001E-09, 8.9001399999999986E-08, 8.9001399999999986E-08, 1.0735300000000001E-09
DataValue, 4.8, -1.0908700000000002E-09, 8.90378E-08, 8.90378E-08, 1.0908700000000002E-09
DataValue, 5, -1.10879E-09, 8.9201599999999985E-08, 8.9201599999999985E-08, 1.10879E-09
DataValue, 0, -7.299800000000001E-10, 3.9790000000000004E-10, 3.9790000000000004E-10, 7.299800000000001E-10
DataValue, 0.2, -7.4192000000000006E-10, 4.4467E-08, 4.4467E-08, 7.4192000000000006E-10
DataValue, 0.4, -7.5485E-10, 7.62742E-08, 7.62742E-08, 7.5485E-10
DataValue, 0.6, -7.6672E-10, 9.7023799999999985E-08, 9.7023799999999985E-08, 7.6672E-10
DataValue, 0.8, -7.7504E-10, 1.113E-07, 1.113E-07, 7.7504E-10
DataValue, 1, -7.9111000000000007E-10, 1.1934E-07, 1.1934E-07, 7.9111000000000007E-10
DataValue, 1.2, -8.0321000000000006E-10, 1.2452E-07, 1.2452E-07, 8.0321000000000006E-10
DataValue, 1.4000000000000001, -8.1536000000000007E-10, 1.275E-07, 1.275E-07, 8.1536000000000007E-10
DataValue, 1.6, -8.2653E-10, 1.2979999999999998E-07, 1.2979999999999998E-07, 8.2653E-10
DataValue, 1.8, -8.4077000000000009E-10, 1.3104E-07, 1.3104E-07, 8.4077000000000009E-10
DataValue, 2, -8.5475000000000007E-10, 1.323E-07, 1.323E-07, 8.5475000000000007E-10
DataValue, 2.2, -8.6754000000000009E-10, 1.3285999999999999E-07, 1.3285999999999999E-07, 8.6754000000000009E-10
DataValue, 2.4, -8.8098000000000009E-10, 1.3346E-07, 1.3346E-07, 8.8098000000000009E-10
DataValue, 2.6, -8.9430000000000011E-10, 1.341E-07, 1.341E-07, 8.9430000000000011E-10
DataValue, 2.8000000000000003, -9.0858000000000008E-10, 1.3438E-07, 1.3438E-07, 9.0858000000000008E-10
DataValue, 3, -9.2282E-10, 1.3484E-07, 1.3484E-07, 9.2282E-10
DataValue, 3.2, -9.3685000000000013E-10, 1.3506E-07, 1.3506E-07, 9.3685000000000013E-10
DataValue, 3.4, -9.5177000000000012E-10, 1.3546E-07, 1.3546E-07, 9.5177000000000012E-10
DataValue, 3.6, -9.6631000000000015E-10, 1.3579999999999999E-07, 1.3579999999999999E-07, 9.6631000000000015E-10
DataValue, 3.8000000000000003, -9.8173E-10, 1.3604E-07, 1.3604E-07, 9.8173E-10
DataValue, 4, -9.9639000000000011E-10, 1.3626E-07, 1.3626E-07, 9.9639000000000011E-10
DataValue, 4.2, -1.01237E-09, 1.3662E-07, 1.3662E-07, 1.01237E-09
DataValue, 4.4, -1.02837E-09, 1.3682E-07, 1.3682E-07, 1.02837E-09
DataValue, 4.6000000000000005, -1.0455000000000002E-09, 1.37E-07, 1.37E-07, 1.0455000000000002E-09
DataValue, 4.8, -1.06267E-09, 1.3724E-07, 1.3724E-07, 1.06267E-09
DataValue, 5, -1.0793900000000001E-09, 1.3732E-07, 1.3732E-07, 1.0793900000000001E-09
DataValue, 0, -7.0738000000000009E-10, 3.9178E-10, 3.9178E-10, 7.0738000000000009E-10
DataValue, 0.2, -7.1971000000000009E-10, 6.1223199999999989E-08, 6.1223199999999989E-08, 7.1971000000000009E-10
DataValue, 0.4, -7.323E-10, 1.0595819999999999E-07, 1.0595819999999999E-07, 7.323E-10
DataValue, 0.6, -7.4065E-10, 1.378E-07, 1.378E-07, 7.4065E-10
DataValue, 0.8, -7.554600000000001E-10, 1.588E-07, 1.588E-07, 7.554600000000001E-10
DataValue, 1, -7.6745000000000007E-10, 1.7304E-07, 1.7304E-07, 7.6745000000000007E-10
DataValue, 1.2, -7.7927E-10, 1.821E-07, 1.821E-07, 7.7927E-10
DataValue, 1.4000000000000001, -7.9131E-10, 1.8814E-07, 1.8814E-07, 7.9131E-10
DataValue, 1.6, -8.031E-10, 1.919E-07, 1.919E-07, 8.031E-10
DataValue, 1.8, -8.1602E-10, 1.9457999999999999E-07, 1.9457999999999999E-07, 8.1602E-10
DataValue, 2, -8.2892000000000007E-10, 1.9678E-07, 1.9678E-07, 8.2892000000000007E-10
DataValue, 2.2, -8.4124000000000009E-10, 1.9814E-07, 1.9814E-07, 8.4124000000000009E-10
DataValue, 2.4, -8.5565E-10, 1.993E-07, 1.993E-07, 8.5565E-10
DataValue, 2.6, -8.690000000000001E-10, 1.9998E-07, 1.9998E-07, 8.690000000000001E-10
DataValue, 2.8000000000000003, -8.8292000000000009E-10, 2.0076E-07, 2.0076E-07, 8.8292000000000009E-10
DataValue, 3, -8.9627E-10, 2.0136E-07, 2.0136E-07, 8.9627E-10
DataValue, 3.2, -9.1078E-10, 2.0208E-07, 2.0208E-07, 9.1078E-10
DataValue, 3.4, -9.2565000000000011E-10, 2.0242E-07, 2.0242E-07, 9.2565000000000011E-10
DataValue, 3.6, -9.3994000000000017E-10, 2.0284E-07, 2.0284E-07, 9.3994000000000017E-10
DataValue, 3.8000000000000003, -9.5541000000000012E-10, 2.0316E-07, 2.0316E-07, 9.5541000000000012E-10
DataValue, 4, -9.7070000000000017E-10, 2.0346E-07, 2.0346E-07, 9.7070000000000017E-10
DataValue, 4.2, -9.8734E-10, 2.0412E-07, 2.0412E-07, 9.8734E-10
DataValue, 4.4, -1.00227E-09, 2.0434E-07, 2.0434E-07, 1.00227E-09
DataValue, 4.6000000000000005, -1.01954E-09, 2.048E-07, 2.048E-07, 1.01954E-09
DataValue, 4.8, -1.03596E-09, 2.0472E-07, 2.0472E-07, 1.03596E-09
DataValue, 5, -1.05332E-09, 2.0477999999999999E-07, 2.0477999999999999E-07, 1.05332E-09
DataValue, 0, -6.8602000000000008E-10, 3.8347E-10, 3.8347E-10, 6.8602000000000008E-10
DataValue, 0.2, -6.9754000000000005E-10, 7.9425799999999988E-08, 7.9425799999999988E-08, 6.9754000000000005E-10
DataValue, 0.4, -7.077300000000001E-10, 1.4066E-07, 1.4066E-07, 7.077300000000001E-10
DataValue, 0.6, -7.2296000000000006E-10, 1.8604E-07, 1.8604E-07, 7.2296000000000006E-10
DataValue, 0.8, -7.340900000000001E-10, 2.1842E-07, 2.1842E-07, 7.340900000000001E-10
DataValue, 1, -7.453600000000001E-10, 2.4028E-07, 2.4028E-07, 7.453600000000001E-10
DataValue, 1.2, -7.5631E-10, 2.5608E-07, 2.5608E-07, 7.5631E-10
DataValue, 1.4000000000000001, -7.686E-10, 2.6568E-07, 2.6568E-07, 7.686E-10
DataValue, 1.6, -7.8183000000000008E-10, 2.728E-07, 2.728E-07, 7.8183000000000008E-10
DataValue, 1.8, -7.9378E-10, 2.7706E-07, 2.7706E-07, 7.9378E-10
DataValue, 2, -8.0607000000000009E-10, 2.8102E-07, 2.8102E-07, 8.0607000000000009E-10
DataValue, 2.2, -8.185700000000001E-10, 2.833E-07, 2.833E-07, 8.185700000000001E-10
DataValue, 2.4, -8.3163000000000005E-10, 2.849E-07, 2.849E-07, 8.3163000000000005E-10
DataValue, 2.6, -8.4474E-10, 2.8638E-07, 2.8638E-07, 8.4474E-10
DataValue, 2.8000000000000003, -8.5799000000000005E-10, 2.8732E-07, 2.8732E-07, 8.5799000000000005E-10
DataValue, 3, -8.7255000000000005E-10, 2.8894E-07, 2.8894E-07, 8.7255000000000005E-10
DataValue, 3.2, -8.8646000000000006E-10, 2.8966E-07, 2.8966E-07, 8.8646000000000006E-10
DataValue, 3.4, -9.0108000000000006E-10, 2.9012E-07, 2.9012E-07, 9.0108000000000006E-10
DataValue, 3.6, -9.1476000000000005E-10, 2.9078E-07, 2.9078E-07, 9.1476000000000005E-10
DataValue, 3.8000000000000003, -9.2940000000000012E-10, 2.9122E-07, 2.9122E-07, 9.2940000000000012E-10
DataValue, 4, -9.4440000000000017E-10, 2.9157999999999997E-07, 2.9157999999999997E-07, 9.4440000000000017E-10
DataValue, 4.2, -9.5941E-10, 2.9198E-07, 2.9198E-07, 9.5941E-10
DataValue, 4.4, -9.7599E-10, 2.9204E-07, 2.9204E-07, 9.7599E-10
DataValue, 4.6000000000000005, -9.9251000000000012E-10, 2.929E-07, 2.929E-07, 9.9251000000000012E-10
DataValue, 4.8, -1.00904E-09, 2.9264E-07, 2.9264E-07, 1.00904E-09
DataValue, 5, -1.02536E-09, 2.935E-07, 2.935E-07, 1.02536E-09
DataValue, 0, -6.6673E-10, 3.8037000000000005E-10, 3.8037000000000005E-10, 6.6673E-10
DataValue, 0.2, -6.7649E-10, 9.9755199999999993E-08, 9.9755199999999993E-08, 6.7649E-10
DataValue, 0.4, -6.8693E-10, 1.819E-07, 1.819E-07, 6.8693E-10
DataValue, 0.6, -7.008000000000001E-10, 2.4087999999999997E-07, 2.4087999999999997E-07, 7.008000000000001E-10
DataValue, 0.8, -7.109000000000001E-10, 2.8898E-07, 2.8898E-07, 7.109000000000001E-10
DataValue, 1, -7.227600000000001E-10, 3.2596E-07, 3.2596E-07, 7.227600000000001E-10
DataValue, 1.2, -7.343E-10, 3.4979999999999997E-07, 3.4979999999999997E-07, 7.343E-10
DataValue, 1.4000000000000001, -7.4398E-10, 3.6676E-07, 3.6676E-07, 7.4398E-10
DataValue, 1.6, -7.5867E-10, 3.7848E-07, 3.7848E-07, 7.5867E-10
DataValue, 1.8, -7.7064E-10, 3.8639999999999997E-07, 3.8639999999999997E-07, 7.7064E-10
DataValue, 2, -7.8294000000000009E-10, 3.9223999999999997E-07, 3.9223999999999997E-07, 7.8294000000000009E-10
DataValue, 2.2, -7.9551000000000008E-10, 3.9648E-07, 3.9648E-07, 7.9551000000000008E-10
DataValue, 2.4, -8.0874E-10, 3.9964E-07, 3.9964E-07, 8.0874E-10
DataValue, 2.6, -8.2062000000000011E-10, 4.0282E-07, 4.0282E-07, 8.2062000000000011E-10
DataValue, 2.8000000000000003, -8.3456000000000006E-10, 4.035E-07, 4.035E-07, 8.3456000000000006E-10
DataValue, 3, -8.4819E-10, 4.0532E-07, 4.0532E-07, 8.4819E-10
DataValue, 3.2, -8.6236000000000011E-10, 4.0646E-07, 4.0646E-07, 8.6236000000000011E-10
DataValue, 3.4, -8.7656E-10, 4.0766E-07, 4.0766E-07, 8.7656E-10
DataValue, 3.6, -8.9256000000000007E-10, 4.0776E-07, 4.0776E-07, 8.9256000000000007E-10
DataValue, 3.8000000000000003, -9.072E-10, 4.0832E-07, 4.0832E-07, 9.072E-10
DataValue, 4, -9.2209000000000007E-10, 4.0892E-07, 4.0892E-07, 9.2209000000000007E-10
DataValue, 4.2, -9.3727E-10, 4.0983999999999997E-07, 4.0983999999999997E-07, 9.3727E-10
DataValue, 4.4, -9.5246E-10, 4.106E-07, 4.106E-07, 9.5246E-10
DataValue, 4.6000000000000005, -9.6911E-10, 4.1066E-07, 4.1066E-07, 9.6911E-10
DataValue, 4.8, -9.8567000000000017E-10, 4.119E-07, 4.119E-07, 9.8567000000000017E-10
DataValue, 5, -1.00269E-09, 4.1179999999999997E-07, 4.1179999999999997E-07, 1.00269E-09
DataValue, 0, -6.468500000000001E-10, 3.7479E-10, 3.7479E-10, 6.468500000000001E-10
DataValue, 0.2, -6.5833E-10, 1.2178E-07, 1.2178E-07, 6.5833E-10
DataValue, 0.4, -6.7122000000000009E-10, 2.2484E-07, 2.2484E-07, 6.7122000000000009E-10
DataValue, 0.6, -6.8245000000000006E-10, 3.0894E-07, 3.0894E-07, 6.8245000000000006E-10
DataValue, 0.8, -6.9377000000000008E-10, 3.7566E-07, 3.7566E-07, 6.9377000000000008E-10
DataValue, 1, -7.0505000000000006E-10, 4.251E-07, 4.251E-07, 7.0505000000000006E-10
DataValue, 1.2, -7.1616E-10, 4.6218E-07, 4.6218E-07, 7.1616E-10
DataValue, 1.4000000000000001, -7.276E-10, 4.8908E-07, 4.8908E-07, 7.276E-10
DataValue, 1.6, -7.4016000000000006E-10, 5.0854E-07, 5.0854E-07, 7.4016000000000006E-10
DataValue, 1.8, -7.5216E-10, 5.2232E-07, 5.2232E-07, 7.5216E-10
DataValue, 2, -7.6467000000000011E-10, 5.3142E-07, 5.3142E-07, 7.6467000000000011E-10
DataValue, 2.2, -7.772400000000001E-10, 5.3894E-07, 5.3894E-07, 7.772400000000001E-10
DataValue, 2.4, -7.8975000000000009E-10, 5.4338E-07, 5.4338E-07, 7.8975000000000009E-10
DataValue, 2.6, -8.0329E-10, 5.4792E-07, 5.4792E-07, 8.0329E-10
DataValue, 2.8000000000000003, -8.1704000000000011E-10, 5.5138E-07, 5.5138E-07, 8.1704000000000011E-10
DataValue, 3, -8.3012E-10, 5.5365999999999994E-07, 5.5365999999999994E-07, 8.3012E-10
DataValue, 3.2, -8.4354000000000007E-10, 5.5552E-07, 5.5552E-07, 8.4354000000000007E-10
DataValue, 3.4, -8.5789E-10, 5.5732E-07, 5.5732E-07, 8.5789E-10
DataValue, 3.6, -8.7322000000000011E-10, 5.5872E-07, 5.5872E-07, 8.7322000000000011E-10
DataValue, 3.8000000000000003, -8.8639000000000008E-10, 5.5984E-07, 5.5984E-07, 8.8639000000000008E-10
DataValue, 4, -9.0142000000000008E-10, 5.6022E-07, 5.6022E-07, 9.0142000000000008E-10
DataValue, 4.2, -9.1743000000000011E-10, 5.6116E-07, 5.6116E-07, 9.1743000000000011E-10
DataValue, 4.4, -9.3151E-10, 5.6222E-07, 5.6222E-07, 9.3151E-10
DataValue, 4.6000000000000005, -9.4728E-10, 5.622E-07, 5.622E-07, 9.4728E-10
DataValue, 4.8, -9.6397000000000014E-10, 5.6317999999999994E-07, 5.6317999999999994E-07, 9.6397000000000014E-10
DataValue, 5, -9.7978000000000011E-10, 5.6364E-07, 5.6364E-07, 9.7978000000000011E-10
DataValue, 0, -6.2926000000000006E-10, 3.7127000000000005E-10, 3.7127000000000005E-10, 6.2926000000000006E-10
DataValue, 0.2, -6.4008E-10, 1.4428E-07, 1.4428E-07, 6.4008E-10
DataValue, 0.4, -6.531300000000001E-10, 2.7072E-07, 2.7072E-07, 6.531300000000001E-10
DataValue, 0.6, -6.6312000000000008E-10, 3.7552E-07, 3.7552E-07, 6.6312000000000008E-10
DataValue, 0.8, -6.7557000000000008E-10, 4.6944E-07, 4.6944E-07, 6.7557000000000008E-10
DataValue, 1, -6.8606E-10, 5.3982E-07, 5.3982E-07, 6.8606E-10
DataValue, 1.2, -6.9691E-10, 5.9508E-07, 5.9508E-07, 6.9691E-10
DataValue, 1.4000000000000001, -7.0836E-10, 6.3488E-07, 6.3488E-07, 7.0836E-10
DataValue, 1.6, -7.2024000000000009E-10, 6.6558E-07, 6.6558E-07, 7.2024000000000009E-10
DataValue, 1.8, -7.3217000000000007E-10, 6.8752E-07, 6.8752E-07, 7.3217000000000007E-10
DataValue, 2, -7.4430000000000011E-10, 7.028E-07, 7.028E-07, 7.4430000000000011E-10
DataValue, 2.2, -7.5697E-10, 7.1453999999999994E-07, 7.1453999999999994E-07, 7.5697E-10
DataValue, 2.4, -7.6957000000000006E-10, 7.241E-07, 7.241E-07, 7.6957000000000006E-10
DataValue, 2.6, -7.8260000000000007E-10, 7.2985999999999995E-07, 7.2985999999999995E-07, 7.8260000000000007E-10
DataValue, 2.8000000000000003, -7.9449E-10, 7.333E-07, 7.333E-07, 7.9449E-10
DataValue, 3, -8.0888000000000011E-10, 7.378E-07, 7.378E-07, 8.0888000000000011E-10
DataValue, 3.2, -8.2319E-10, 7.4104E-07, 7.4104E-07, 8.2319E-10
DataValue, 3.4, -8.368300000000001E-10, 7.4354E-07, 7.4354E-07, 8.368300000000001E-10
DataValue, 3.6, -8.5117000000000007E-10, 7.4588E-07, 7.4588E-07, 8.5117000000000007E-10
DataValue, 3.8000000000000003, -8.6529E-10, 7.4656E-07, 7.4656E-07, 8.6529E-10
DataValue, 4, -8.8101E-10, 7.4786E-07, 7.4786E-07, 8.8101E-10
DataValue, 4.2, -8.950100000000001E-10, 7.4992E-07, 7.4992E-07, 8.950100000000001E-10
DataValue, 4.4, -9.0993000000000008E-10, 7.5102E-07, 7.5102E-07, 9.0993000000000008E-10
DataValue, 4.6000000000000005, -9.2633E-10, 7.5207999999999994E-07, 7.5207999999999994E-07, 9.2633E-10
DataValue, 4.8, -9.4293000000000018E-10, 7.5272E-07, 7.5272E-07, 9.4293000000000018E-10
DataValue, 5, -9.5914E-10, 7.5372E-07, 7.5372E-07, 9.5914E-10
DataValue, 0, -6.1055E-10, 3.6638000000000003E-10, 3.6638000000000003E-10, 6.1055E-10
DataValue, 0.2, -6.2275E-10, 1.6308E-07, 1.6308E-07, 6.2275E-10
DataValue, 0.4, -6.3539E-10, 3.2274E-07, 3.2274E-07, 6.3539E-10
DataValue, 0.6, -6.4479E-10, 4.4842E-07, 4.4842E-07, 6.4479E-10
DataValue, 0.8, -6.5628E-10, 5.7134E-07, 5.7134E-07, 6.5628E-10
DataValue, 1, -6.6684E-10, 6.5724E-07, 6.5724E-07, 6.6684E-10
DataValue, 1.2, -6.7696E-10, 7.3496E-07, 7.3496E-07, 6.7696E-10
DataValue, 1.4000000000000001, -6.8935E-10, 7.961E-07, 7.961E-07, 6.8935E-10
DataValue, 1.6, -7.0114E-10, 8.4266E-07, 8.4266E-07, 7.0114E-10
DataValue, 1.8, -7.1218E-10, 8.7662E-07, 8.7662E-07, 7.1218E-10
DataValue, 2, -7.2485E-10, 9.0322E-07, 9.0322E-07, 7.2485E-10
DataValue, 2.2, -7.3693000000000006E-10, 9.2182E-07, 9.2182E-07, 7.3693000000000006E-10
DataValue, 2.4, -7.4977000000000009E-10, 9.3666E-07, 9.3666E-07, 7.4977000000000009E-10
DataValue, 2.6, -7.6043E-10, 9.4675999999999994E-07, 9.4675999999999994E-07, 7.6043E-10
DataValue, 2.8000000000000003, -7.7549000000000008E-10, 9.555E-07, 9.555E-07, 7.7549000000000008E-10
DataValue, 3, -7.9025E-10, 9.6192E-07, 9.6192E-07, 7.9025E-10
DataValue, 3.2, -8.0304000000000005E-10, 9.6612E-07, 9.6612E-07, 8.0304000000000005E-10
DataValue, 3.4, -8.168E-10, 9.7002E-07, 9.7002E-07, 8.168E-10
DataValue, 3.6, -8.303E-10, 9.739E-07, 9.739E-07, 8.303E-10
DataValue, 3.8000000000000003, -8.4447000000000008E-10, 9.7634E-07, 9.7634E-07, 8.4447000000000008E-10
DataValue, 4, -8.5813000000000012E-10, 9.781E-07, 9.781E-07, 8.5813000000000012E-10
DataValue, 4.2, -8.7414E-10, 9.7994E-07, 9.7994E-07, 8.7414E-10
DataValue, 4.4, -8.8880000000000007E-10, 9.8072E-07, 9.8072E-07, 8.8880000000000007E-10
DataValue, 4.6000000000000005, -9.034600000000001E-10, 9.8324E-07, 9.8324E-07, 9.034600000000001E-10
DataValue, 4.8, -9.2053E-10, 9.8522E-07, 9.8522E-07, 9.2053E-10
DataValue, 5, -9.3562000000000013E-10, 9.854E-07, 9.854E-07, 9.3562000000000013E-10
DataValue, 0, -5.927E-10, 3.6597000000000003E-10, 3.6597000000000003E-10, 5.927E-10
DataValue, 0.2, -6.0365000000000008E-10, 1.9462E-07, 1.9462E-07, 6.0365000000000008E-10
DataValue, 0.4, -6.1675000000000007E-10, 3.7344E-07, 3.7344E-07, 6.1675000000000007E-10
DataValue, 0.6, -6.2733E-10, 5.3772E-07, 5.3772E-07, 6.2733E-10
DataValue, 0.8, -6.3764000000000009E-10, 6.8254E-07, 6.8254E-07, 6.3764000000000009E-10
DataValue, 1, -6.4866E-10, 8.0445999999999994E-07, 8.0445999999999994E-07, 6.4866E-10
DataValue, 1.2, -6.5982E-10, 9.0567999999999994E-07, 9.0567999999999994E-07, 6.5982E-10
DataValue, 1.4000000000000001, -6.7035000000000007E-10, 9.7718E-07, 9.7718E-07, 6.7035000000000007E-10
DataValue, 1.6, -6.8245000000000006E-10, 1.04396E-06, 1.04396E-06, 6.8245000000000006E-10
DataValue, 1.8, -6.9353000000000009E-10, 1.09436E-06, 1.09436E-06, 6.9353000000000009E-10
DataValue, 2, -7.0533000000000009E-10, 1.13304E-06, 1.13304E-06, 7.0533000000000009E-10
