
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
DataValue, -7.8, -3.2781000000000003E-10, 4.4489999999999997E-07, 4.4489999999999997E-07, 3.2781000000000003E-10
DataValue, -7.6000000000000005, -3.1513000000000003E-10, 4.4806E-07, 4.4806E-07, 3.1513000000000003E-10
DataValue, -7.4, -3.0213E-10, 4.7141999999999997E-07, 4.7141999999999997E-07, 3.0213E-10
DataValue, -7.2, -2.9020000000000004E-10, 4.6982E-07, 4.6982E-07, 2.9020000000000004E-10
DataValue, -7, -2.7768E-10, 4.785E-07, 4.785E-07, 2.7768E-10
DataValue, -6.8, -2.6561000000000003E-10, 4.5808E-07, 4.5808E-07, 2.6561000000000003E-10
DataValue, -6.6000000000000005, -2.5427000000000004E-10, 4.6036E-07, 4.6036E-07, 2.5427000000000004E-10
DataValue, -6.4, -2.4326E-10, 4.6562E-07, 4.6562E-07, 2.4326E-10
DataValue, -6.2, -2.3180000000000002E-10, 4.6861999999999997E-07, 4.6861999999999997E-07, 2.3180000000000002E-10
DataValue, -6, -2.2116000000000002E-10, 5.041E-07, 5.041E-07, 2.2116000000000002E-10
DataValue, -5.8, -2.1069000000000002E-10, 5.0862E-07, 5.0862E-07, 2.1069000000000002E-10
DataValue, -5.6000000000000005, -2.0044E-10, 5.0734E-07, 5.0734E-07, 2.0044E-10
DataValue, -5.4, -1.9038000000000002E-10, 5.1436E-07, 5.1436E-07, 1.9038000000000002E-10
DataValue, -5.2, -1.8037000000000002E-10, 5.1502E-07, 5.1502E-07, 1.8037000000000002E-10
DataValue, -5, -1.7134000000000003E-10, 5.1994E-07, 5.1994E-07, 1.7134000000000003E-10
DataValue, -4.8, -1.6228E-10, 4.9188E-07, 4.9188E-07, 1.6228E-10
DataValue, -4.6000000000000005, -1.5337E-10, 5.2924E-07, 5.2924E-07, 1.5337E-10
DataValue, -4.4, -1.4403000000000002E-10, 5.322E-07, 5.322E-07, 1.4403000000000002E-10
DataValue, -4.2, -1.3571000000000002E-10, 5.2996E-07, 5.2996E-07, 1.3571000000000002E-10
DataValue, -4, -1.2689000000000001E-10, 5.0544E-07, 5.0544E-07, 1.2689000000000001E-10
DataValue, -14, -9.0470000000000009E-10, 8.7616000000000011E-10, 8.7616000000000011E-10, 9.0470000000000009E-10
DataValue, -13.8, -8.8024000000000005E-10, 1.5631E-09, 1.5631E-09, 8.8024000000000005E-10
DataValue, -13.6, -8.5327000000000009E-10, 3.0572E-09, 3.0572E-09, 8.5327000000000009E-10
DataValue, -13.4, -8.3033000000000007E-10, 5.7962E-09, 5.7962E-09, 8.3033000000000007E-10
DataValue, -13.200000000000001, -8.0719000000000008E-10, 1.04453E-08, 1.04453E-08, 8.0719000000000008E-10
DataValue, -13, -7.8579E-10, 1.7495399999999997E-08, 1.7495399999999997E-08, 7.8579E-10
DataValue, -12.8, -7.6263000000000008E-10, 2.8853799999999997E-08, 2.8853799999999997E-08, 7.6263000000000008E-10
DataValue, -12.6, -7.414300000000001E-10, 4.4607199999999995E-08, 4.4607199999999995E-08, 7.414300000000001E-10
DataValue, -12.4, -7.2031000000000007E-10, 6.54528E-08, 6.54528E-08, 7.2031000000000007E-10
DataValue, -12.200000000000001, -6.9903E-10, 9.2172999999999988E-08, 9.2172999999999988E-08, 6.9903E-10
DataValue, -12, -6.7834000000000006E-10, 1.2468E-07, 1.2468E-07, 6.7834000000000006E-10
DataValue, -11.8, -6.5794E-10, 1.6276E-07, 1.6276E-07, 6.5794E-10
DataValue, -11.6, -6.3843E-10, 2.0552E-07, 2.0552E-07, 6.3843E-10
DataValue, -11.4, -6.1910000000000006E-10, 2.5184E-07, 2.5184E-07, 6.1910000000000006E-10
DataValue, -11.200000000000001, -5.9990000000000007E-10, 2.9968E-07, 2.9968E-07, 5.9990000000000007E-10
DataValue, -11, -5.8131E-10, 3.4993999999999997E-07, 3.4993999999999997E-07, 5.8131E-10
DataValue, -10.8, -5.63E-10, 3.9992E-07, 3.9992E-07, 5.63E-10
DataValue, -10.6, -5.4513000000000006E-10, 4.5044E-07, 4.5044E-07, 5.4513000000000006E-10
DataValue, -10.4, -5.2808E-10, 4.9694E-07, 4.9694E-07, 5.2808E-10
DataValue, -10.200000000000001, -5.1072000000000007E-10, 5.612E-07, 5.612E-07, 5.1072000000000007E-10
DataValue, -10, -4.9313E-10, 6.0906E-07, 6.0906E-07, 4.9313E-10
DataValue, -9.8, -4.7692E-10, 6.4636E-07, 6.4636E-07, 4.7692E-10
DataValue, -9.6, -4.6068000000000006E-10, 6.9422E-07, 6.9422E-07, 4.6068000000000006E-10
DataValue, -9.4, -4.4497E-10, 7.2566E-07, 7.2566E-07, 4.4497E-10
DataValue, -9.2000000000000011, -4.2972000000000004E-10, 7.6388E-07, 7.6388E-07, 4.2972000000000004E-10
DataValue, -9, -4.1478000000000004E-10, 7.9022E-07, 7.9022E-07, 4.1478000000000004E-10
DataValue, -8.8, -3.9985E-10, 8.2546E-07, 8.2546E-07, 3.9985E-10
DataValue, -8.6, -3.852E-10, 8.534E-07, 8.534E-07, 3.852E-10
DataValue, -8.4, -3.7113000000000004E-10, 8.8192E-07, 8.8192E-07, 3.7113000000000004E-10
DataValue, -8.2, -3.5711E-10, 9.0436E-07, 9.0436E-07, 3.5711E-10
DataValue, -8, -3.4380000000000004E-10, 9.2863999999999993E-07, 9.2863999999999993E-07, 3.4380000000000004E-10
DataValue, -7.8, -3.3034E-10, 9.494E-07, 9.494E-07, 3.3034E-10
DataValue, -7.6000000000000005, -3.1766E-10, 9.7398E-07, 9.7398E-07, 3.1766E-10
DataValue, -7.4, -3.0461000000000005E-10, 9.9682E-07, 9.9682E-07, 3.0461000000000005E-10
DataValue, -7.2, -2.9266E-10, 1.0061E-06, 1.0061E-06, 2.9266E-10
DataValue, -7, -2.8005000000000003E-10, 1.0284E-06, 1.0284E-06, 2.8005000000000003E-10
DataValue, -6.8, -2.6880000000000004E-10, 1.05432E-06, 1.05432E-06, 2.6880000000000004E-10
DataValue, -6.6000000000000005, -2.5698000000000003E-10, 1.05918E-06, 1.05918E-06, 2.5698000000000003E-10
DataValue, -6.4, -2.4541000000000003E-10, 1.08784E-06, 1.08784E-06, 2.4541000000000003E-10
DataValue, -6.2, -2.3478000000000004E-10, 1.08704E-06, 1.08704E-06, 2.3478000000000004E-10
DataValue, -6, -2.236E-10, 1.10906E-06, 1.10906E-06, 2.236E-10
DataValue, -5.8, -2.1348000000000002E-10, 1.1097E-06, 1.1097E-06, 2.1348000000000002E-10
DataValue, -5.6000000000000005, -2.0318000000000002E-10, 1.11152E-06, 1.11152E-06, 2.0318000000000002E-10
DataValue, -5.4, -1.9307E-10, 1.08088E-06, 1.08088E-06, 1.9307E-10
DataValue, -5.2, -1.8342000000000002E-10, 1.1398E-06, 1.1398E-06, 1.8342000000000002E-10
DataValue, -5, -1.7373E-10, 1.148E-06, 1.148E-06, 1.7373E-10
DataValue, -4.8, -1.6489E-10, 1.1508E-06, 1.1508E-06, 1.6489E-10
DataValue, -4.6000000000000005, -1.5567000000000002E-10, 1.1585000000000002E-06, 1.1585000000000002E-06, 1.5567000000000002E-10
DataValue, -4.4, -1.4663000000000002E-10, 1.1231E-06, 1.1231E-06, 1.4663000000000002E-10
DataValue, -4.2, -1.3814E-10, 1.1389E-06, 1.1389E-06, 1.3814E-10
DataValue, -4, -1.2946E-10, 1.1313E-06, 1.1313E-06, 1.2946E-10
DataValue, -14, -9.175500000000001E-10, 1.0031E-09, 1.0031E-09, 9.175500000000001E-10
DataValue, -13.8, -8.9013000000000011E-10, 1.8643E-09, 1.8643E-09, 8.9013000000000011E-10
DataValue, -13.6, -8.6637000000000008E-10, 3.6594E-09, 3.6594E-09, 8.6637000000000008E-10
DataValue, -13.4, -8.4292E-10, 7.0267E-09, 7.0267E-09, 8.4292E-10
DataValue, -13.200000000000001, -8.1981000000000009E-10, 1.2703399999999998E-08, 1.2703399999999998E-08, 8.1981000000000009E-10
DataValue, -13, -7.9640000000000006E-10, 2.2540199999999996E-08, 2.2540199999999996E-08, 7.9640000000000006E-10
DataValue, -12.8, -7.7359E-10, 3.7307E-08, 3.7307E-08, 7.7359E-10
DataValue, -12.6, -7.517600000000001E-10, 5.8473399999999992E-08, 5.8473399999999992E-08, 7.517600000000001E-10
DataValue, -12.4, -7.3073E-10, 8.72924E-08, 8.72924E-08, 7.3073E-10
DataValue, -12.200000000000001, -7.0890000000000011E-10, 1.2434E-07, 1.2434E-07, 7.0890000000000011E-10
DataValue, -12, -6.8796000000000007E-10, 1.7144E-07, 1.7144E-07, 6.8796000000000007E-10
DataValue, -11.8, -6.6823000000000008E-10, 2.2844E-07, 2.2844E-07, 6.6823000000000008E-10
DataValue, -11.6, -6.4821000000000008E-10, 2.9288E-07, 2.9288E-07, 6.4821000000000008E-10
DataValue, -11.4, -6.2769E-10, 3.643E-07, 3.643E-07, 6.2769E-10
DataValue, -11.200000000000001, -6.0976000000000007E-10, 4.4153999999999997E-07, 4.4153999999999997E-07, 6.0976000000000007E-10
DataValue, -11, -5.9019E-10, 5.2125999999999994E-07, 5.2125999999999994E-07, 5.9019E-10
DataValue, -10.8, -5.7144E-10, 5.9898E-07, 5.9898E-07, 5.7144E-10
DataValue, -10.6, -5.5359E-10, 6.843E-07, 6.843E-07, 5.5359E-10
DataValue, -10.4, -5.3574000000000005E-10, 7.6158E-07, 7.6158E-07, 5.3574000000000005E-10
DataValue, -10.200000000000001, -5.1847000000000007E-10, 8.3692E-07, 8.3692E-07, 5.1847000000000007E-10
DataValue, -10, -5.0153E-10, 9.2036E-07, 9.2036E-07, 5.0153E-10
DataValue, -9.8, -4.8385E-10, 9.717E-07, 9.717E-07, 4.8385E-10
DataValue, -9.6, -4.6857000000000007E-10, 1.07092E-06, 1.07092E-06, 4.6857000000000007E-10
DataValue, -9.4, -4.5224000000000003E-10, 1.1439000000000002E-06, 1.1439000000000002E-06, 4.5224000000000003E-10
DataValue, -9.2000000000000011, -4.3667000000000005E-10, 1.2082000000000001E-06, 1.2082000000000001E-06, 4.3667000000000005E-10
DataValue, -9, -4.2103000000000004E-10, 1.2393000000000002E-06, 1.2393000000000002E-06, 4.2103000000000004E-10
DataValue, -8.8, -4.0667000000000005E-10, 1.2965000000000002E-06, 1.2965000000000002E-06, 4.0667000000000005E-10
DataValue, -8.6, -3.9177000000000003E-10, 1.3445000000000002E-06, 1.3445000000000002E-06, 3.9177000000000003E-10
DataValue, -8.4, -3.7725E-10, 1.3867000000000002E-06, 1.3867000000000002E-06, 3.7725E-10
DataValue, -8.2, -3.6283000000000003E-10, 1.4358E-06, 1.4358E-06, 3.6283000000000003E-10
DataValue, -8, -3.4906000000000003E-10, 1.5080000000000002E-06, 1.5080000000000002E-06, 3.4906000000000003E-10
DataValue, -7.8, -3.3607E-10, 1.543E-06, 1.543E-06, 3.3607E-10
DataValue, -7.6000000000000005, -3.2348E-10, 1.5531000000000002E-06, 1.5531000000000002E-06, 3.2348E-10
DataValue, -7.4, -3.0999000000000003E-10, 1.5809000000000002E-06, 1.5809000000000002E-06, 3.0999000000000003E-10
DataValue, -7.2, -2.9752E-10, 1.5809000000000002E-06, 1.5809000000000002E-06, 2.9752E-10
DataValue, -7, -2.8559000000000004E-10, 1.6089000000000002E-06, 1.6089000000000002E-06, 2.8559000000000004E-10
DataValue, -6.8, -2.7357E-10, 1.6472E-06, 1.6472E-06, 2.7357E-10
DataValue, -6.6000000000000005, -2.6145E-10, 1.7302000000000002E-06, 1.7302000000000002E-06, 2.6145E-10
DataValue, -6.4, -2.5024E-10, 1.7485E-06, 1.7485E-06, 2.5024E-10
DataValue, -6.2, -2.3889000000000004E-10, 1.7892000000000002E-06, 1.7892000000000002E-06, 2.3889000000000004E-10
DataValue, -6, -2.2802000000000003E-10, 1.8081E-06, 1.8081E-06, 2.2802000000000003E-10
DataValue, -5.8, -2.1769000000000003E-10, 1.8049000000000003E-06, 1.8049000000000003E-06, 2.1769000000000003E-10
DataValue, -5.6000000000000005, -2.076E-10, 1.7995E-06, 1.7995E-06, 2.076E-10
DataValue, -5.4, -1.9697000000000002E-10, 1.8703000000000001E-06, 1.8703000000000001E-06, 1.9697000000000002E-10
DataValue, -5.2, -1.8738E-10, 1.8992000000000002E-06, 1.8992000000000002E-06, 1.8738E-10
DataValue, -5, -1.7746000000000003E-10, 1.9040000000000001E-06, 1.9040000000000001E-06, 1.7746000000000003E-10
DataValue, -4.8, -1.6845000000000002E-10, 1.9203E-06, 1.9203E-06, 1.6845000000000002E-10
DataValue, -4.6000000000000005, -1.5925000000000002E-10, 1.9270000000000004E-06, 1.9270000000000004E-06, 1.5925000000000002E-10
DataValue, -4.4, -1.5016E-10, 1.9329E-06, 1.9329E-06, 1.5016E-10
DataValue, -4.2, -1.4136000000000002E-10, 1.9027000000000002E-06, 1.9027000000000002E-06, 1.4136000000000002E-10
DataValue, -4, -1.3295000000000002E-10, 1.9523000000000003E-06, 1.9523000000000003E-06, 1.3295000000000002E-10
DataValue, -14, -9.3163E-10, 1.1101E-09, 1.1101E-09, 9.3163E-10
DataValue, -13.8, -9.0400000000000008E-10, 2.0924E-09, 2.0924E-09, 9.0400000000000008E-10
DataValue, -13.6, -8.7850000000000012E-10, 4.1417E-09, 4.1417E-09, 8.7850000000000012E-10
DataValue, -13.4, -8.5465E-10, 8.0465E-09, 8.0465E-09, 8.5465E-10
DataValue, -13.200000000000001, -8.3267000000000008E-10, 1.4385E-08, 1.4385E-08, 8.3267000000000008E-10
DataValue, -13, -8.0857E-10, 2.60114E-08, 2.60114E-08, 8.0857E-10
DataValue, -12.8, -7.858100000000001E-10, 4.3595599999999994E-08, 4.3595599999999994E-08, 7.858100000000001E-10
DataValue, -12.6, -7.6324E-10, 6.91506E-08, 6.91506E-08, 7.6324E-10
DataValue, -12.4, -7.4209000000000007E-10, 1.0419459999999999E-07, 1.0419459999999999E-07, 7.4209000000000007E-10
DataValue, -12.200000000000001, -7.2058E-10, 1.4891999999999999E-07, 1.4891999999999999E-07, 7.2058E-10
DataValue, -12, -6.9932E-10, 2.089E-07, 2.089E-07, 6.9932E-10
DataValue, -11.8, -6.7791000000000009E-10, 2.805E-07, 2.805E-07, 6.7791000000000009E-10
DataValue, -11.6, -6.5763E-10, 3.633E-07, 3.633E-07, 6.5763E-10
DataValue, -11.4, -6.3746000000000009E-10, 4.5586E-07, 4.5586E-07, 6.3746000000000009E-10
DataValue, -11.200000000000001, -6.1780000000000008E-10, 5.5606E-07, 5.5606E-07, 6.1780000000000008E-10
DataValue, -11, -5.9859E-10, 6.6332E-07, 6.6332E-07, 5.9859E-10
DataValue, -10.8, -5.796300000000001E-10, 7.7558E-07, 7.7558E-07, 5.796300000000001E-10
DataValue, -10.6, -5.6144000000000008E-10, 8.866E-07, 8.866E-07, 5.6144000000000008E-10
DataValue, -10.4, -5.4349000000000005E-10, 9.9563999999999988E-07, 9.9563999999999988E-07, 5.4349000000000005E-10
DataValue, -10.200000000000001, -5.2596E-10, 1.11332E-06, 1.11332E-06, 5.2596E-10
DataValue, -10, -5.0867000000000006E-10, 1.2186E-06, 1.2186E-06, 5.0867000000000006E-10
DataValue, -9.8, -4.9207E-10, 1.3483E-06, 1.3483E-06, 4.9207E-10
DataValue, -9.6, -4.7574000000000005E-10, 1.4450000000000001E-06, 1.4450000000000001E-06, 4.7574000000000005E-10
DataValue, -9.4, -4.585E-10, 1.5467000000000002E-06, 1.5467000000000002E-06, 4.585E-10
DataValue, -9.2000000000000011, -4.4290000000000004E-10, 1.6409000000000003E-06, 1.6409000000000003E-06, 4.4290000000000004E-10
DataValue, -9, -4.2725000000000005E-10, 1.7215000000000002E-06, 1.7215000000000002E-06, 4.2725000000000005E-10
DataValue, -8.8, -4.1186E-10, 1.8099000000000002E-06, 1.8099000000000002E-06, 4.1186E-10
DataValue, -8.6, -3.9742E-10, 1.887E-06, 1.887E-06, 3.9742E-10
DataValue, -8.4, -3.8312E-10, 1.9283000000000002E-06, 1.9283000000000002E-06, 3.8312E-10
DataValue, -8.2, -3.6869000000000005E-10, 2.0325E-06, 2.0325E-06, 3.6869000000000005E-10
DataValue, -8, -3.5491E-10, 2.0941000000000004E-06, 2.0941000000000004E-06, 3.5491E-10
DataValue, -7.8, -3.4109E-10, 2.1503000000000004E-06, 2.1503000000000004E-06, 3.4109E-10
DataValue, -7.6000000000000005, -3.2831000000000003E-10, 2.2242000000000002E-06, 2.2242000000000002E-06, 3.2831000000000003E-10
DataValue, -7.4, -3.1532E-10, 2.285E-06, 2.285E-06, 3.1532E-10
DataValue, -7.2, -3.021E-10, 2.3275E-06, 2.3275E-06, 3.021E-10
DataValue, -7, -2.9032000000000004E-10, 2.3902000000000004E-06, 2.3902000000000004E-06, 2.9032000000000004E-10
DataValue, -6.8, -2.7776000000000003E-10, 2.3772000000000003E-06, 2.3772000000000003E-06, 2.7776000000000003E-10
DataValue, -6.6000000000000005, -2.6576E-10, 2.4319000000000004E-06, 2.4319000000000004E-06, 2.6576E-10
DataValue, -6.4, -2.5485E-10, 2.5344000000000002E-06, 2.5344000000000002E-06, 2.5485E-10
DataValue, -6.2, -2.4344000000000004E-10, 2.5328E-06, 2.5328E-06, 2.4344000000000004E-10
DataValue, -6, -2.3232E-10, 2.6563000000000003E-06, 2.6563000000000003E-06, 2.3232E-10
DataValue, -5.8, -2.2129000000000002E-10, 2.6789000000000003E-06, 2.6789000000000003E-06, 2.2129000000000002E-10
DataValue, -5.6000000000000005, -2.1099E-10, 2.6609000000000002E-06, 2.6609000000000002E-06, 2.1099E-10
DataValue, -5.4, -2.0048000000000002E-10, 2.7165E-06, 2.7165E-06, 2.0048000000000002E-10
DataValue, -5.2, -1.9057000000000002E-10, 2.7006000000000005E-06, 2.7006000000000005E-06, 1.9057000000000002E-10
DataValue, -5, -1.8124E-10, 2.7912000000000005E-06, 2.7912000000000005E-06, 1.8124E-10
DataValue, -4.8, -1.7217E-10, 2.7906000000000004E-06, 2.7906000000000004E-06, 1.7217E-10
DataValue, -4.6000000000000005, -1.6258000000000002E-10, 2.8186000000000004E-06, 2.8186000000000004E-06, 1.6258000000000002E-10
DataValue, -4.4, -1.5353E-10, 2.8114000000000003E-06, 2.8114000000000003E-06, 1.5353E-10
DataValue, -4.2, -1.4495E-10, 2.8141000000000003E-06, 2.8141000000000003E-06, 1.4495E-10
DataValue, -4, -1.3645E-10, 2.8831000000000004E-06, 2.8831000000000004E-06, 1.3645E-10
DataValue, -14, -9.3917E-10, 1.1985E-09, 1.1985E-09, 9.3917E-10
DataValue, -13.8, -9.1185000000000011E-10, 2.2793E-09, 2.2793E-09, 9.1185000000000011E-10
DataValue, -13.6, -8.8737000000000011E-10, 4.5221E-09, 4.5221E-09, 8.8737000000000011E-10
DataValue, -13.4, -8.6214000000000009E-10, 8.8568E-09, 8.8568E-09, 8.6214000000000009E-10
DataValue, -13.200000000000001, -8.398800000000001E-10, 1.5712E-08, 1.5712E-08, 8.398800000000001E-10
DataValue, -13, -8.1460000000000006E-10, 2.8616199999999997E-08, 2.8616199999999997E-08, 8.1460000000000006E-10
DataValue, -12.8, -7.9148E-10, 4.8465799999999994E-08, 4.8465799999999994E-08, 7.9148E-10
DataValue, -12.6, -7.6895E-10, 7.7355E-08, 7.7355E-08, 7.6895E-10
DataValue, -12.4, -7.4741E-10, 1.1738E-07, 1.1738E-07, 7.4741E-10
DataValue, -12.200000000000001, -7.2528000000000011E-10, 1.7176E-07, 1.7176E-07, 7.2528000000000011E-10
DataValue, -12, -7.0407E-10, 2.4199999999999997E-07, 2.4199999999999997E-07, 7.0407E-10
DataValue, -11.8, -6.8333000000000006E-10, 3.2746E-07, 3.2746E-07, 6.8333000000000006E-10
DataValue, -11.6, -6.6251E-10, 4.2886E-07, 4.2886E-07, 6.6251E-10
DataValue, -11.4, -6.4244E-10, 5.4538E-07, 5.4538E-07, 6.4244E-10
DataValue, -11.200000000000001, -6.2228E-10, 6.721E-07, 6.721E-07, 6.2228E-10
DataValue, -11, -6.0321E-10, 8.0478E-07, 8.0478E-07, 6.0321E-10
DataValue, -10.8, -5.842E-10, 9.5286E-07, 9.5286E-07, 5.842E-10
DataValue, -10.6, -5.6554E-10, 1.1055E-06, 1.1055E-06, 5.6554E-10
DataValue, -10.4, -5.4684E-10, 1.2525E-06, 1.2525E-06, 5.4684E-10
DataValue, -10.200000000000001, -5.2933000000000007E-10, 1.4034000000000002E-06, 1.4034000000000002E-06, 5.2933000000000007E-10
DataValue, -10, -5.1179E-10, 1.5548000000000001E-06, 1.5548000000000001E-06, 5.1179E-10
DataValue, -9.8, -4.9466E-10, 1.7029000000000003E-06, 1.7029000000000003E-06, 4.9466E-10
DataValue, -9.6, -4.7824E-10, 1.8434000000000002E-06, 1.8434000000000002E-06, 4.7824E-10
DataValue, -9.4, -4.6213000000000004E-10, 1.9787000000000002E-06, 1.9787000000000002E-06, 4.6213000000000004E-10
DataValue, -9.2000000000000011, -4.4573E-10, 2.0803000000000002E-06, 2.0803000000000002E-06, 4.4573E-10
DataValue, -9, -4.3051000000000005E-10, 2.2430000000000004E-06, 2.2430000000000004E-06, 4.3051000000000005E-10
DataValue, -8.8, -4.1545000000000005E-10, 2.3736000000000004E-06, 2.3736000000000004E-06, 4.1545000000000005E-10
DataValue, -8.6, -4.0042000000000005E-10, 2.4523000000000002E-06, 2.4523000000000002E-06, 4.0042000000000005E-10
DataValue, -8.4, -3.8613000000000004E-10, 2.5904000000000002E-06, 2.5904000000000002E-06, 3.8613000000000004E-10
DataValue, -8.2, -3.7175000000000003E-10, 2.6731000000000003E-06, 2.6731000000000003E-06, 3.7175000000000003E-10
DataValue, -8, -3.5754000000000004E-10, 2.7749000000000003E-06, 2.7749000000000003E-06, 3.5754000000000004E-10
DataValue, -7.8, -3.442E-10, 2.8596E-06, 2.8596E-06, 3.442E-10
DataValue, -7.6000000000000005, -3.3029E-10, 2.9498E-06, 2.9498E-06, 3.3029E-10
DataValue, -7.4, -3.1745E-10, 3.0468E-06, 3.0468E-06, 3.1745E-10
DataValue, -7.2, -3.0517000000000004E-10, 3.1197000000000004E-06, 3.1197000000000004E-06, 3.0517000000000004E-10
DataValue, -7, -2.9257E-10, 3.1965000000000002E-06, 3.1965000000000002E-06, 2.9257E-10
DataValue, -6.8, -2.8046000000000003E-10, 3.2868000000000004E-06, 3.2868000000000004E-06, 2.8046000000000003E-10
DataValue, -6.6000000000000005, -2.6861E-10, 3.3338E-06, 3.3338E-06, 2.6861E-10
DataValue, -6.4, -2.5712000000000004E-10, 3.3674E-06, 3.3674E-06, 2.5712000000000004E-10
DataValue, -6.2, -2.4589E-10, 3.4572000000000005E-06, 3.4572000000000005E-06, 2.4589E-10
DataValue, -6, -2.3493000000000004E-10, 3.4567000000000003E-06, 3.4567000000000003E-06, 2.3493000000000004E-10
DataValue, -5.8, -2.2422000000000003E-10, 3.5389000000000005E-06, 3.5389000000000005E-06, 2.2422000000000003E-10
DataValue, -5.6000000000000005, -2.1393E-10, 3.5517000000000002E-06, 3.5517000000000002E-06, 2.1393E-10
DataValue, -5.4, -2.0368000000000001E-10, 3.6607000000000004E-06, 3.6607000000000004E-06, 2.0368000000000001E-10
DataValue, -5.2, -1.9361000000000002E-10, 3.6978000000000004E-06, 3.6978000000000004E-06, 1.9361000000000002E-10
DataValue, -5, -1.8358000000000003E-10, 3.7457000000000004E-06, 3.7457000000000004E-06, 1.8358000000000003E-10
DataValue, -4.8, -1.7436E-10, 3.7857000000000004E-06, 3.7857000000000004E-06, 1.7436E-10
DataValue, -4.6000000000000005, -1.6513E-10, 3.7882000000000004E-06, 3.7882000000000004E-06, 1.6513E-10
DataValue, -4.4, -1.5633000000000002E-10, 3.8199000000000005E-06, 3.8199000000000005E-06, 1.5633000000000002E-10
DataValue, -4.2, -1.4716E-10, 3.8542E-06, 3.8542E-06, 1.4716E-10
DataValue, -4, -1.3845000000000002E-10, 3.8992000000000007E-06, 3.8992000000000007E-06, 1.3845000000000002E-10
DataValue, -14, -9.3878000000000014E-10, 1.2517E-09, 1.2517E-09, 9.3878000000000014E-10
DataValue, -13.8, -9.1129000000000007E-10, 2.391E-09, 2.391E-09, 9.1129000000000007E-10
DataValue, -13.6, -8.8496000000000012E-10, 4.7783E-09, 4.7783E-09, 8.8496000000000012E-10
DataValue, -13.4, -8.6052E-10, 9.4007E-09, 9.4007E-09, 8.6052E-10
DataValue, -13.200000000000001, -8.3907000000000008E-10, 1.6620199999999997E-08, 1.6620199999999997E-08, 8.3907000000000008E-10
DataValue, -13, -8.1341000000000009E-10, 3.05418E-08, 3.05418E-08, 8.1341000000000009E-10
DataValue, -12.8, -7.9017000000000007E-10, 5.2190799999999996E-08, 5.2190799999999996E-08, 7.9017000000000007E-10
DataValue, -12.6, -7.680800000000001E-10, 8.3845E-08, 8.3845E-08, 7.680800000000001E-10
DataValue, -12.4, -7.4549000000000008E-10, 1.2712E-07, 1.2712E-07, 7.4549000000000008E-10
DataValue, -12.200000000000001, -7.2429000000000009E-10, 1.8871999999999999E-07, 1.8871999999999999E-07, 7.2429000000000009E-10
DataValue, -12, -7.0265E-10, 2.669E-07, 2.669E-07, 7.0265E-10
DataValue, -11.8, -6.8189E-10, 3.6403999999999997E-07, 3.6403999999999997E-07, 6.8189E-10
DataValue, -11.6, -6.6085E-10, 4.81E-07, 4.81E-07, 6.6085E-10
DataValue, -11.4, -6.4106000000000006E-10, 6.1586E-07, 6.1586E-07, 6.4106000000000006E-10
DataValue, -11.200000000000001, -6.2155000000000009E-10, 7.6688E-07, 7.6688E-07, 6.2155000000000009E-10
DataValue, -11, -6.0171000000000009E-10, 9.3489999999999993E-07, 9.3489999999999993E-07, 6.0171000000000009E-10
DataValue, -10.8, -5.8232E-10, 1.10028E-06, 1.10028E-06, 5.8232E-10
DataValue, -10.6, -5.6443000000000009E-10, 1.2905000000000002E-06, 1.2905000000000002E-06, 5.6443000000000009E-10
DataValue, -10.4, -5.4636000000000007E-10, 1.4793000000000002E-06, 1.4793000000000002E-06, 5.4636000000000007E-10
DataValue, -10.200000000000001, -5.2844000000000009E-10, 1.6677000000000001E-06, 1.6677000000000001E-06, 5.2844000000000009E-10
DataValue, -10, -5.1069E-10, 1.8440000000000003E-06, 1.8440000000000003E-06, 5.1069E-10
DataValue, -9.8, -4.9371E-10, 2.0448000000000003E-06, 2.0448000000000003E-06, 4.9371E-10
DataValue, -9.6, -4.7697000000000006E-10, 2.2037E-06, 2.2037E-06, 4.7697000000000006E-10
DataValue, -9.4, -4.6103000000000006E-10, 2.4064000000000004E-06, 2.4064000000000004E-06, 4.6103000000000006E-10
DataValue, -9.2000000000000011, -4.4481000000000004E-10, 2.5415E-06, 2.5415E-06, 4.4481000000000004E-10
DataValue, -9, -4.2945000000000005E-10, 2.7163E-06, 2.7163E-06, 4.2945000000000005E-10
DataValue, -8.8, -4.1465E-10, 2.8932E-06, 2.8932E-06, 4.1465E-10
DataValue, -8.6, -3.9949000000000003E-10, 3.0173000000000003E-06, 3.0173000000000003E-06, 3.9949000000000003E-10
DataValue, -8.4, -3.8522000000000004E-10, 3.1802000000000005E-06, 3.1802000000000005E-06, 3.8522000000000004E-10
DataValue, -8.2, -3.7065E-10, 3.3169000000000004E-06, 3.3169000000000004E-06, 3.7065E-10
DataValue, -8, -3.5712E-10, 3.4303000000000004E-06, 3.4303000000000004E-06, 3.5712E-10
DataValue, -7.8, -3.4387E-10, 3.5783000000000005E-06, 3.5783000000000005E-06, 3.4387E-10
DataValue, -7.6000000000000005, -3.3091000000000005E-10, 3.7049000000000003E-06, 3.7049000000000003E-06, 3.3091000000000005E-10
DataValue, -7.4, -3.1872E-10, 3.7835000000000003E-06, 3.7835000000000003E-06, 3.1872E-10
